,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
2893,2893,conf/vldb/AgrawalS94,Bn8s7u5T9SAJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for universal quantification in large databases,"g graefe, rl cole",1995,0
2895,2895,conf/vldb/AgrawalS94,CKm9XhI_8k4J,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,srikant. fast algorithms for mining association rules,r agrawal andr,0,1
2905,2905,conf/vldb/AgrawalS94,P0age7qyZacJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,1
2908,2908,conf/vldb/AgrawalS94,RiQ-W5K0n6YJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining association rules in databases,"r agrawal, r srikant",0,1
2913,2913,conf/vldb/AgrawalS94,Yt-cq_4cfE8J,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,quest synthetic data generator,"r agrawal, r srikant",0,0
2917,2917,conf/vldb/AgrawalS94,bKp266-v6gUJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining association rules in large database,"a rakesh, r srikant",1994,1
2920,2920,conf/vldb/AgrawalS94,cUVJ8Svrad0J,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining generalized association rules,"r agrawal, r srikant",0,0
2930,2930,conf/vldb/AgrawalS94,nDgZsMNOofwJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,jorge b. bocca and matthias jarke and carlo zaniolo,"r agrawal, r srikant",0,0
2939,2939,conf/vldb/AgrawalS94,vT6v9qSkI2UJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithems for association rules,"r agrawal, r srikant",0,1
2956,2956,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,ZA149IuDkRQJ,obk - an online high energy physics' meta-data repository,"i alexandrov, a amorim, e badescu, m barczyk, d burckhart-chromek, m caprini, m dobson, j flammer, r hart, r jones, a kazarov, s kolos, v kotov, d liko, l lucio, l mapelli, m mineev, l moneta, i papadopoulos, m nassiakou, n parrington, l pedro, a ribeiro,",2002,shock wave therapy for lateral elbow pain,"r buchbinder, s green, m white, l barnsley, n  ",2002,0
2976,2976,conf/vldb/AmirKN01,dEwdHTZZYWYJ,analyzing quantitative databases: image is everything,"a amir, r kashi, n netanyahu",2001,analyzing quantitative databases: image is everything,"a amir, r kashi, ns netanyahu",2001,1
2983,2983,conf/vldb/AnKR03,Z9dkL1yphh8J,improving performance with bulk-inserts in oracle r-trees,"n an, k kanth, s ravada",2003,improving performance with bulk-inserts in oracle r-trees,"n an, s ravada",2003,1
2989,2989,conf/vldb/AnandBH94,3e2gsMgcVUsJ,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand, d bell, j hughes",1994,performance of a two-headed disk system when serving database queries under the scan policy,"y manolopoulos, jg kollias",1989,0
3007,3007,conf/vldb/AnandBH94,R46DoTW4ul8J,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand, d bell, j hughes",1994,a database management system for the federal courts,"jr buchanan, rd fennell, h samet",1984,0
3030,3030,conf/vldb/AnandBH94,url:http://portal.acm.org/citation.cfm%3Fid%3D1083592.1083761,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand, d bell, j hughes",1994,wise-integrator: a system for extracting and integrating complex web search interfaces of the deep  ,"h he, w meng, c yu, z wu",2005,0
3043,3043,conf/vldb/AndreiV01,Ms4IJoI6-34J,user-optimizer communication using abstract plans in sybase ase,"m andrei, p valduriez",2001,user-optimizer communication using abstract plans in sybase ase,m andrei,2001,1
3046,3046,conf/vldb/ArgePRSV98,H-AQePr2evUJ,scalable sweeping-based spatial join,"l arge, o procopiuc, s ramaswamy, t suel, j vitter",1998,scalable sweeping-based spatial join,"l arge, o procopiuc",1998,1
3052,3052,conf/vldb/AshwinGG02,YiJojduGXXkJ,adaptable similarity search using non-relevant information,"t ashwin, r gupta, s ghosal",2002,adaptable similarity search using non-relevant information,"tv ashwin, r gupta, s ghosal",2002,1
3054,3054,conf/vldb/AshwinRSSS97,JB684f38DiwJ,garbage collection in object oriented databases using transactional cyclic reference counting,"s ashwin, p roy, s seshadri, a silberschatz, s sudarshan",1997,garbage collection in object oriented databases using transactional cyclic reference counting,s sudarshanl,0,1
3063,3063,conf/vldb/BalminPP00,FoAVdcYe0tsJ,hypothetical queries in an olap environment,"a balmin, t papadimitriou, y papakonstantinou",2000,hypothetical queries in an olap environment,"a balmin, t papadimitriou, y papakonstantinou",2000,1
3066,3066,conf/vldb/BamfordBKM98,rfuptELfgLkJ,architecture of oracle parallel server,"r bamford, d butler, b klots, n macnaughton",1998,architecture of oracle parallel server,"r bamford, d butler, b klots, n macnaughton",1998,1
3073,3073,conf/vldb/BaralisPT97,tuGrmSkM_PkJ,materialized views selection in a multidimensional database,"e baralis, s paraboschi, e teniente",1997,ande. teniente. materialized view selection in a multidimensional database,"e baralis, s paraboschi",0,1
3089,3089,conf/vldb/BassiliadesV95,B1kJzsffXEwJ,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades, i vlahavas",1995,"1. p. vlahavas, a non-uniform data fragmentation strategy for parallel main-menory database systems",n bassiliades,0,1
3109,3109,conf/vldb/BaumgartnerFG01,I1xHtA3f3MsJ,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,1
3110,3110,conf/vldb/BaumgartnerFG01,SuA6ug99YisJ,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,gg: visual web information extraction with lixto,"r baumgartner, s flesca",0,1
3129,3129,conf/vldb/BerchtoldKK96,2EJhvKyW8AoJ,the x-tree : an index structure for high-dimensional data,"s berchtold, d keim, h kriegel",1996,the x-tree: an index structure for highdimensional data. 22nd vldb,"s berchtold, da keim, hp kriegel",0,1
3131,3131,conf/vldb/BerchtoldKK96,DDX7y0WvbRMJ,the x-tree : an index structure for high-dimensional data,"s berchtold, d keim, h kriegel",1996,"keim, andhans-peter kriegel. an index structure for high-dimensional data",da stefanberchtold,0,1
3138,3138,conf/vldb/BerchtoldKK96,KLzrIupmRloJ,the x-tree : an index structure for high-dimensional data,"s berchtold, d keim, h kriegel",1996,the x-tree: an index structure for highdimensional data. 22nd conf. on very large databases,"s berchtold, d keim, hp kriegel",0,1
3183,3183,conf/vldb/BertinoBFS96,s0v9B-K8owEJ,supporting periodic authorizations and temporal reasoning in database access control,"e bertino, c bettini, e ferrari, p samarati",1996,supporting periodic authorizations and temporal reasoning in database access control,"e bertino, c bettini, e ferrari, p samarati",1996,1
3187,3187,conf/vldb/BettiniJWW02,ghIMekzCkMQJ,provisions and obligations in policy management and security applications,"c bettini, s jajodia, x wang, d wijesekera",2002,provisions and obligations in policy management and security applications,"c bettini, s jajodia, xs wang, d wijesekera",2002,1
3201,3201,conf/vldb/Blum99,IYir-gWyKiUJ,microsoft english query 7.5: automatic extraction of semantics from relational databases and olap cubes,a blum,1999,genetic improvement of drought resistance in crop plants: a case for sorghum,a blum,0,0
3208,3208,conf/vldb/BohannonLRSSS97,Vj1kbPjzSHwJ,logical and physical versioning in main memory databases,"r rastogi, s seshadri, p bohannon, d leinbaugh, a silberschatz, s sudarshan",1997,logical and physical versioning in main memory databases,"p bohannon, d leinbaugh, r rastogi, s seshadri, a  ",1997,1
3216,3216,conf/vldb/BonczMK99,bPCHuDzkKY4J,database architecture optimized for the new bottleneck: memory access,"p boncz, s manegold, m kersten",1999,optimizing database architecture for the new bottleneck: memory access (extended paper published for ,"p boncz, s manegold, m kersten",0,0
3242,3242,conf/vldb/Brin95,sMTC_d3fbYcJ,near neighbor search in large metric spaces,s brin,1995,lawrenece page. the anatomy of a lorge-scale hypertextual web search engine [c],s brin,0,0
3253,3253,conf/vldb/BrodieC99,VcYIAl-8xEUJ,issues in network management in the next millennium,"m brodie, s chaudhuri",1999,environmental management issues and challenges in the next millennium in malaysia,s sham,0,0
3277,3277,conf/vldb/CabreraRH95,x3WHLHvq-SEJ,applying database technology in the adsm mass storage system,"l cabrera, r rees, w hineman",1995,applying database technology in the adsm mass storage system,"lf cabrera, r rees, w hineman",1995,1
3285,3285,conf/vldb/CareyD96,5HV8kccLoZ4J,of objects and databases: a decade of turmoil,"m carey, d dewitt",1996,of objects and databases: a decade of turmoil. 22nd vldb conf,"mj carey, dj dewitt",0,1
3314,3314,conf/vldb/CarneyCZRCS03,JubkWSUFbbcJ,operator scheduling in a data stream manager,"d carney, u ï¿½etintemel, a rasin, s zdonik, m cherniack, m stonebraker",2003,operator scheduling in a data stream manager,"d carney, u cetintemel, a rasin, s zdonik, m  ",2003,1
3344,3344,conf/vldb/ChakrabartiBD99,zmBMRUNv8sQJ,distributed hypertext resource discovery through examples,"s chakrabarti, m berg, b dom",1999,distributed hypertext resource discovery through examples,"s chakrabarti, m van den berg, b dom",1999,1
3346,3346,conf/vldb/ChakrabartiDAR97,0EbuWDceVnoJ,"using taxonomy, discriminants, and signatures for navigating in text databases","s chakrabarti, b dom, r agrawal, p raghavan",1997,  classification and signature generation for organizing large text databases into hierarchical topic ,"s chakrabarti, b dom, r agrawal, p raghavan",1998,0
3357,3357,conf/vldb/ChakrabartiGRS00,PTmCbogNUpAJ,approximate query processing using wavelets,"k chakrabarti, m garofalakis, r rastogi, k shim",2000,approximate query processing using wavelets,"k chakrabarti, m garofalakis, r rastogi, k shim",2001,1
3367,3367,conf/vldb/ChakrabartiSD98,zDznH1GBa7UJ,mining surprising patterns using temporal description length,"s chakrabarti, s sarawagi, b dom",1998,mining surprising patterns using temporal description length,scssb dom,0,1
3371,3371,conf/vldb/ChanFFGR02,ORkxHLb7dvcJ,tree pattern aggregation for scalable xml data dissemination,"c chan, w fan, p felber, m garofalakis, r rastogi",2002,efficient filtering of xml documents with xpath expressions,"cy chan, p felber, m garofalakis, r rastogi",2002,0
3377,3377,conf/vldb/ChandrasekaranF02,Yu4Tvuy_WiAJ,streaming queries over streaming data,"s chandrasekaran, m franklin",2002,streaming queries over streaming data,"m franklin, s chandrasekaran",0,1
3378,3378,conf/vldb/ChandrasekaranF02,nqosSM46lCkJ,streaming queries over streaming data,"s chandrasekaran, m franklin",2002,streaming queries over streaming data,"s chandrasekaran, mj franklin",2002,1
3388,3388,conf/vldb/ChangG97,wDrwjYtI4uEJ,effective memory use in a media server,"e chang, h garcia-molina",1997,"ã¢â?¬â? effective memory use in a media server, ã¢â?¬â?","e chang, h garcia-molina",0,1
3398,3398,conf/vldb/ChaudhuriGS95,ThEw8obz2UsJ,retrieval of composite multimedia objects,"s chaudhuri, s ghandeharizadeh, c shahabi",1995,avoiding retrival contention for composite multimedia objects,"s chaudhuri, s ghandeharizadeh, c shahabi",0,0
3401,3401,conf/vldb/ChaudhuriN97,99oqRZGWAYMJ,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri, v narasayya",1997,autoadmin'what-if'index analysis utility,"s chaudhuri, v narasayya",0,0
3407,3407,conf/vldb/ChaudhuriN97,hAqEljGAcFsJ,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri, v narasayya",1997,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri, v narasayya",1997,1
3414,3414,conf/vldb/ChaudhuriS01,hrj8US8rVX0J,storage and retrieval of xml data using relational databases,,2001,efficient relational storage and retrieval of xml documents,"a schmidt, ml kersten, m windhouwer, f waas",2000,0
3415,3415,conf/vldb/ChaudhuriS01,w5_HkketH-wJ,storage and retrieval of xml data using relational databases,,2001,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,0
3417,3417,conf/vldb/ChaudhuriS94,31oH64SXpRcJ,including group-by in query optimization,"s chaudhuri, k shim",1994,optimizationofquerieswithuserdefined predicates,"s chaudhuri, k shim",1996,0
3422,3422,conf/vldb/ChaudhuriS94,bd-Lu1jeg-AJ,including group-by in query optimization,"s chaudhuri, k shim",1994,including group-by in query optimization,"s chaudhari, k shim",1994,1
3430,3430,conf/vldb/ChaudhuriS96,QCFUIVkspywJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1996,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,1
3431,3431,conf/vldb/ChaudhuriS96,hk2lzbke6hQJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1996,optimization of predicates with user-defined predicates,"s chaudhuri, k shim",0,1
3433,3433,conf/vldb/ChaudhuriS96,xxkUtjfGpvAJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1996,query optimization in the presence of foreign functions,"s chaudhuri, k shim",1993,0
3446,3446,conf/vldb/ChenDZ03,cCpHMzAXRnsJ,rrxf: redundancy reducing xml storage in relations,"y chen, s davidson, c hara, y zheng",2003,rrxs: redundancy reducing xml storage in relations,"y chen, s davidson, c hara, y zheng",2003,1
3458,3458,conf/vldb/CherniackFZ01,49EWG8vzsXUJ,data management for pervasive computing,"m cherniack, m franklin, s zdonik",2001,data management for pervasive computing,"m cherniack, mj franklin, sb zdonik",2001,1
3471,3471,conf/vldb/ChoG00,0ofvccnIJ-0J,the evolution of the web and implications for an incremental crawler,"j cho, h garcia-molina",2000,the evolution of the web and implications for an incremental crawler. 26th intl,"j cho, h garcia-molina",0,1
3483,3483,conf/vldb/ChoG00,s7K6rICx3fkJ,the evolution of the web and implications for an incremental crawler,"j cho, h garcia-molina",2000,synchronizing a database to improve freshness,"j cho, h garcia-molina",0,0
3485,3485,conf/vldb/ChoG00,zIvpO1L9YaEJ,the evolution of the web and implications for an incremental crawler,"j cho, h garcia-molina",2000,"estimating frequency of change, 2000","j cho, h garcia-molina",0,0
3489,3489,conf/vldb/ChoenniV00,3byHG5VH-aEJ,design and implementation of a genetic-based algorithm for data mining,s choenni,2000,design and implementation of ddh: a distributed dynamic hashing algorithm,r devine,1993,0
3493,3493,conf/vldb/ChoenniV00,AzH6iBXLchQJ,design and implementation of a genetic-based algorithm for data mining,s choenni,2000,on the suitability of genetic-based algorithms for data mining,s choenni,0,0
3530,3530,conf/vldb/ColletCS94,Iap8Eg0Sm8oJ,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet, t coupaye, t svensen",1994,naos: efficient and modular capabilities in an object-oriented database system,"c collet, t coupaye, t svensen",0,1
